approach,mechanism,missingratio,n,nrmse,r2,LR_mse
MostFrequent,MAR,0.7,19,0.514397300627,-0.352406959557,0.0145198832304
MostFrequent,MAR,0.7,2,0.179436572322,0.463126347795,0.00576405103833
MostFrequent,MAR,0.7,3,0.742237889123,0.609080506479,0.00419703947713
MostFrequent,MAR,0.7,4,0.636414779413,0.184009899172,0.00876073647614
MostFrequent,MAR,0.7,5,0.446795950373,0.558477736792,0.00474032735494
MostFrequent,MAR,0.7,6,0.639415993734,0.510436995254,0.00525610846099
MostFrequent,MAR,0.7,7,0.430120474533,0.204058456319,0.00854548861257
MostFrequent,MAR,0.7,8,0.614347196743,0.29439478939,0.00757560820906
MostFrequent,MAR,0.7,9,0.109888494709,0.720254644037,0.00300343759259
MostFrequent,MCAR,0.1,0,0.305179534002,0.219735189703,0.00837717807811
MostFrequent,MCAR,0.1,1,0.307027325775,0.227963675567,0.00828883436392
MostFrequent,MCAR,0.1,10,0.232138278495,0.277206098258,0.00776015161617
MostFrequent,MCAR,0.1,11,0.422054017675,0.214171532306,0.00843691132272
MostFrequent,MCAR,0.1,12,0.231334282802,0.259614630425,0.00794901936561
MostFrequent,MCAR,0.1,13,0.0711862536217,0.506843539694,0.0052946889746
MostFrequent,MCAR,0.1,14,0.197055282888,0.31982387091,0.00730259327688
MostFrequent,MCAR,0.1,15,0.0776309053668,0.508452241678,0.00527741742421
MostFrequent,MCAR,0.1,16,0.155008824671,0.365857953059,0.00680835632203
MostFrequent,MCAR,0.1,17,0.093963677125,0.248204230906,0.008071525145
MostFrequent,MCAR,0.1,18,0.109586616921,0.238945300678,0.00817093204675
MostFrequent,MCAR,0.1,19,0.122909991287,0.405464138233,0.00638313137042
MostFrequent,MCAR,0.1,2,0.244881684637,0.250975224313,0.00804177485392
MostFrequent,MCAR,0.1,3,0.499770817609,0.19430347259,0.00865022130686
MostFrequent,MCAR,0.1,4,0.461740215567,0.202272602043,0.00856466212789
MostFrequent,MCAR,0.1,5,0.0807987537719,0.239861769583,0.00816109253698
MostFrequent,MCAR,0.1,6,0.438905518547,0.208714808599,0.0084954964923
MostFrequent,MCAR,0.1,7,0.0752566318693,0.24100396885,0.00814882951225
MostFrequent,MCAR,0.1,8,0.0982170858254,0.242940206165,0.00812804143546
MostFrequent,MCAR,0.1,9,0.21123677004,0.298086047502,0.00753597765526
MostFrequent,MCAR,0.3,0,0.120339220249,0.0773415640661,0.00990596259255
MostFrequent,MCAR,0.3,1,0.428534225156,0.288966365947,0.00763388953773
MostFrequent,MCAR,0.3,10,0.468152012172,0.21345452641,0.00844460933243
MostFrequent,MCAR,0.3,11,0.213698270328,0.740776400107,0.0027831093107
MostFrequent,MCAR,0.3,12,0.446572729943,0.251647894271,0.00803455284936
MostFrequent,MCAR,0.3,13,0.276276680739,0.620783874775,0.00407138828918
MostFrequent,MCAR,0.3,14,0.573520450719,0.0920822418669,0.00974770185684
MostFrequent,MCAR,0.3,15,0.894621834442,-0.138322418849,0.0122214016154
MostFrequent,MCAR,0.3,16,0.540436618938,0.122134258288,0.0094250535843
MostFrequent,MCAR,0.3,17,0.481045114843,0.198351978995,0.00860675521861
MostFrequent,MCAR,0.3,18,0.650293345941,0.0140184395714,0.010585820358
MostFrequent,MCAR,0.3,19,0.665039970227,3.53227751456e-05,0.0107359476711
MostFrequent,MCAR,0.3,2,0.156461586542,0.741161071796,0.0027789793497
MostFrequent,MCAR,0.3,3,0.180257911924,0.760242191534,0.00257411821042
MostFrequent,MCAR,0.3,4,0.495560537289,0.180589978604,0.00879745386135
MostFrequent,MCAR,0.3,5,0.315131748002,0.519386992319,0.00516001836668
MostFrequent,MCAR,0.3,6,0.108299201678,0.214369084926,0.00843479033321
MostFrequent,MCAR,0.3,7,0.909429141737,-0.128201761001,0.0121127429242
MostFrequent,MCAR,0.3,8,0.78783600448,-0.0618846080537,0.0114007402906
MostFrequent,MCAR,0.3,9,0.585869950955,0.0768881115739,0.00991083100675
MostFrequent,MCAR,0.5,0,0.5745598303,0.0171929655112,0.0105517376097
MostFrequent,MCAR,0.5,1,0.400928699659,0.241692976813,0.00814143209752
MostFrequent,MCAR,0.5,10,0.475215979937,0.13560875661,0.0092803869654
MostFrequent,MCAR,0.5,11,0.824157213215,-0.117653925031,0.0119994979091
MostFrequent,MCAR,0.5,12,0.131617151419,0.652570448707,0.00373011724016
MostFrequent,MCAR,0.5,13,0.254005538626,0.654011105587,0.00371464987694
MostFrequent,MCAR,0.5,14,0.654588053953,-0.0461064386941,0.0112313407063
MostFrequent,MCAR,0.5,15,0.831324686658,-0.135526422392,0.0121913828834
MostFrequent,MCAR,0.5,16,0.119636545538,0.46531227154,0.00574058224641
MostFrequent,MCAR,0.5,17,0.797028079026,-0.111590291018,0.0119343967521
MostFrequent,MCAR,0.5,18,0.551984179086,0.0442793954502,0.0102609288431
MostFrequent,MCAR,0.5,19,0.36747987314,0.328329855508,0.00721127024557
MostFrequent,MCAR,0.5,2,0.509960024155,0.0819914858177,0.00985603951253
MostFrequent,MCAR,0.5,3,0.134062263955,0.693013826371,0.0032959039163
MostFrequent,MCAR,0.5,4,0.116280599241,0.342196159914,0.00706239706846
MostFrequent,MCAR,0.5,5,0.317167894069,0.455387317691,0.00584713979548
MostFrequent,MCAR,0.5,6,0.812711125115,-0.119813733318,0.0120226863169
MostFrequent,MCAR,0.5,7,0.10790035926,-0.160241195136,0.012456728763
MostFrequent,MCAR,0.5,8,0.308780927729,0.479599253034,0.00558719254256
MostFrequent,MCAR,0.5,9,0.522866475575,0.06897730666,0.00999576399441
MostFrequent,MCAR,0.7,0,0.43855138032,0.151835931289,0.00910616671325
MostFrequent,MCAR,0.7,1,0.879907573741,-0.16737806904,0.0125333525744
MostFrequent,MCAR,0.7,10,0.110323590811,-0.538625720216,0.0165191887212
MostFrequent,MCAR,0.7,11,0.692042529911,-0.087837602402,0.0116793801221
MostFrequent,MCAR,0.7,12,0.108138827975,-0.749086599115,0.0187787655184
MostFrequent,MCAR,0.7,13,0.486754922114,0.0752295537336,0.00992863782592
MostFrequent,MCAR,0.7,14,0.234096422813,0.684908783406,0.00338292230717
MostFrequent,MCAR,0.7,15,0.119055833316,-0.363321135662,0.014637061393
MostFrequent,MCAR,0.7,16,0.118369958727,0.222684168153,0.00834551688143
MostFrequent,MCAR,0.7,17,0.159525248549,0.651826286589,0.00373810680793
MostFrequent,MCAR,0.7,18,0.354297699343,0.292751052204,0.00759325590884
MostFrequent,MCAR,0.7,19,0.793458063352,-0.129401658274,0.0121256254136
MostFrequent,MCAR,0.7,2,0.876415165709,-0.171523803427,0.012577862534
MostFrequent,MCAR,0.7,3,0.112487071252,-0.475974384543,0.0158465435002
MostFrequent,MCAR,0.7,4,0.124967379442,-0.376269735048,0.014776081789
MostFrequent,MCAR,0.7,5,0.194821429401,0.751257815918,0.0026705774041
MostFrequent,MCAR,0.7,6,0.585421552937,0.0132623727279,0.0105939377388
MostFrequent,MCAR,0.7,7,0.862167478551,-0.182793386127,0.012698856458
MostFrequent,MCAR,0.7,8,0.246703325513,0.639116690581,0.00387456118554
MostFrequent,MCAR,0.7,9,0.109477940328,-0.592723526473,0.0171000004542
